"","Class","MAperF","MTotF","MCoreF","AreaF","IR2F","csfF","EllipF","MAperJ","MTotJ","MCoreJ","AreaJ","IR2J","csfJ","EllipJ","MAperN","MTotN","MCoreN","AreaN","IR2N","csfN","EllipN"
"106444",0,19010,19010,19559,37000,1810,900,287,20310,20355,20249,33000,1455,860,195,20140,20285,20803,17000,1779,2900,417
"76683",0,16358,16305,17120,108000,2386,1060,103,17289,17308,17934,88000,2110,1080,138,17613,17524,18185,69000,2020,1020,74
"64048",0,17764,17747,18465,66000,2144,1040,155,19100,19174,19670,45000,1839,980,9,18278,18248,18871,58000,2009,2950,170
"74008",0,15395,15336,16253,164000,2573,1160,89,16350,16395,17114,115000,2219,1200,56,16401,16379,17112,99000,2197,1140,130
"72706",0,18133,18113,18865,38000,1948,1020,21,19268,19305,19691,40000,1686,940,131,19249,19283,19883,31000,1785,980,158
"94233",0,18004,18002,18714,55000,1968,1000,65,18989,19084,19399,46000,1687,880,62,19536,19519,20194,30000,1823,2900,351
"136788",0,17558,17548,18351,73000,2240,1020,98,18937,18955,19385,46000,1663,860,215,18447,18389,19004,67000,2079,980,313
"6013",0,18311,18335,18958,51000,1943,920,80,18998,19086,19456,43000,1688,900,43,19796,19835,20163,27000,1680,840,332
"18063",0,18004,17928,18752,66000,2286,1020,213,19098,19134,19802,55000,2487,900,492,18717,18768,19255,44000,1913,1020,82
"3884",0,17682,17597,18358,70000,2177,1020,194,18973,18981,19476,50000,1815,940,128,17659,17619,18272,60000,1933,1020,152
"15742",0,14472,14412,15176,194000,2517,1100,78,15751,15766,16433,149000,2318,1160,52,15781,15721,16661,133000,2406,1260,67
"115061",0,20361,20336,20950,18000,1652,960,327,20836,20882,21090,16000,1471,980,284,20972,20486,21501,17000,2166,840,578
"133655",0,18330,18325,19133,61000,2116,1100,20,19557,19580,19956,32000,1596,940,139,19057,18963,19715,40000,1797,1100,40
"23533",0,17301,17201,18058,90000,2634,1020,292,18193,18234,18752,70000,2187,960,286,18535,18453,19232,60000,2350,1020,248
"13265",0,18801,18755,19493,46000,1978,1000,188,19362,19403,19963,35000,1904,940,276,20014,19803,20665,24000,2185,2450,549
"11073",0,18951,18926,19887,42000,2300,1040,250,19186,19306,19567,41000,1619,880,23,20194,20154,20875,19000,1574,1200,124
"70190",0,20161,20156,20837,19000,1565,920,80,20183,20208,20630,24000,1646,940,153,20438,20269,21035,18000,2651,880,647
"97922",0,19318,19228,19958,32000,1818,980,114,20182,20195,20891,21000,1585,1120,72,19751,19711,20932,27000,2048,2150,146
"57003",0,18234,18138,18893,61000,2078,940,64,19770,19758,19982,22000,1396,800,122,18667,18605,19358,44000,1957,2850,205
"3402",0,18957,18557,20059,70000,3585,1040,519,20230,20331,20550,20000,1511,860,195,21436,20503,20756,16000,1338,740,159
"54080",0,16077,16031,16862,87000,2298,1080,77,17832,17903,18380,67000,1850,980,64,16479,16503,17139,92000,2074,1080,9
"114787",0,17648,17615,18271,65000,2010,940,75,19106,19203,19525,36000,1518,880,79,18486,18478,18988,54000,1857,900,125
"40625",0,16453,16379,17210,109000,2367,1040,66,17210,17248,17842,79000,1969,1060,41,17619,17615,18209,61000,1949,980,154
"66929",0,18188,18096,18859,53000,2037,940,138,18353,18394,18878,56000,1783,940,41,20136,20164,20507,23000,1690,1000,252
"84049",0,17909,17891,18554,66000,2184,920,123,19555,19511,20084,36000,1907,940,108,17643,17599,18177,66000,1957,960,29
"3499",0,18824,18709,19971,61000,2484,1080,156,19184,19293,19838,51000,2038,1100,163,22131,21236,21076,13000,1268,740,162
"80721",0,14542,14487,15209,171000,2414,1020,75,16127,16158,17023,123000,2480,1300,65,15961,15924,16759,135000,2321,1200,2
"130608",0,16153,16055,17042,137000,2652,1040,137,16950,16970,17673,85000,2101,1160,66,17280,17260,17956,80000,2082,1040,24
"65507",0,16497,16431,17232,100000,2244,1040,73,17270,17344,17930,79000,2000,1120,75,17783,17806,18305,64000,1909,920,162
"69905",0,18492,18447,19229,51000,2234,1020,64,18963,18915,19362,52000,2042,860,304,19857,19796,20506,24000,1688,1080,165
"52894",0,17766,17714,18422,40000,1877,920,154,19191,19242,19634,40000,1627,920,67,18240,18265,18846,51000,1921,1020,73
"2955",0,17474,17373,18446,121000,3191,940,331,18154,18134,18702,80000,2193,960,257,18444,18458,18998,51000,1893,920,91
"105207",0,17838,17799,18518,58000,2092,1020,147,19348,19359,19876,43000,1904,860,155,18203,18162,18857,53000,2038,1040,73
"85535",0,14984,14923,15790,177000,2541,1120,37,16298,16264,17206,144000,2589,1300,37,16195,16136,16943,122000,2355,1160,38
"7074",0,16148,16070,17045,74000,2376,1100,142,17022,17091,17724,98000,2176,1120,150,16835,16795,17572,76000,2272,2750,112
"22688",0,16257,16167,17106,125000,2530,1040,67,17295,17372,17941,76000,1997,1080,32,17209,17190,17816,83000,2110,1000,159
"32880",0,15393,15323,16332,163000,2645,1220,23,16329,16392,17099,131000,2351,1200,80,16318,16278,17049,104000,2206,1140,41
"60169",0,16781,16744,17479,92000,2195,1040,43,17489,17474,18126,82000,2139,1100,56,17979,17930,18632,59000,2163,2800,146
"97626",0,15953,15902,16763,133000,2454,1060,51,17189,17151,17952,105000,2388,1140,135,17060,16995,17682,80000,2130,1020,100
"124883",0,15505,15425,16412,176000,2709,1120,162,16705,16737,17397,97000,2075,1140,69,16523,16491,17214,105000,2207,1100,110
"115700",0,19484,19488,20317,21000,1585,960,229,21645,21423,21300,14000,1168,700,151,19941,19892,20398,22000,1620,960,270
"131174",0,20433,20356,20792,23000,1788,900,374,21140,20967,21060,20000,1425,840,228,19834,19711,20823,23000,1832,2500,376
"28506",0,15873,15817,16753,123000,2426,1200,73,17065,17169,17746,84000,1976,1140,31,16870,16809,17503,80000,2109,1020,26
"10532",0,18627,18583,19607,56000,2380,1040,179,19838,19971,20443,30000,1705,940,178,19447,19477,20410,28000,1921,2500,267
"102945",0,18925,19032,19588,45000,2135,1040,350,20059,20037,20627,25000,1692,940,365,20100,20236,20781,22000,1774,980,353
"92791",0,16789,16763,17535,70000,2195,1040,174,17436,17523,18074,77000,2007,1100,101,18119,18038,18697,69000,2141,1000,168
"119071",0,18418,18301,19148,55000,2097,980,135,19658,19685,20210,33000,1775,960,86,18833,18818,19428,41000,1823,980,54
"59033",0,18401,18530,19012,54000,2030,1000,200,18668,18670,19118,57000,2130,900,374,19922,19822,20250,29000,1547,940,166
"111015",0,16395,16349,17216,107000,2383,1060,53,17810,17807,18481,71000,2067,1100,71,17481,17470,18039,75000,1975,960,93
"108501",0,19618,19566,20244,25000,1599,920,308,20841,20883,21143,19000,1384,880,116,20439,20486,21195,20000,1643,880,349
"34973",0,16613,16553,17370,104000,2301,1020,76,17910,17991,18433,69000,1953,1000,112,17481,17409,18122,77000,2126,2900,27
"107116",0,16805,16837,17536,84000,2146,1020,35,17606,17653,18151,71000,1860,1000,87,18147,18129,18729,58000,1907,960,28
"65929",0,17548,17458,18275,73000,2224,1020,133,18068,18102,18621,62000,1947,980,36,19093,19082,19533,39000,1716,1020,215
"64672",0,18195,18182,18779,51000,1965,920,129,18330,18365,18797,53000,1728,960,57,19940,20078,20410,35000,1893,1040,239
"133063",0,17564,17489,18348,71000,2362,1020,245,18603,18667,19017,51000,1630,920,123,18714,18675,19270,50000,1962,1020,205
"131042",0,19066,19039,20099,40000,2126,1180,128,19693,19703,20311,32000,1829,1180,83,19681,20210,21054,13000,1412,2150,155
"18690",0,18068,18037,18824,67000,2143,1020,155,19830,19960,19932,36000,1401,800,184,17835,17760,18471,65000,2050,1020,85
"14154",0,16160,16099,16927,79000,2239,1080,54,17075,17096,17835,85000,2197,1140,151,17159,17127,17793,67000,2107,1040,147
"41726",0,19146,19348,19735,21000,1536,920,120,19070,19149,19572,33000,1696,920,57,19977,20254,20679,14000,1307,2950,107
"110564",0,18672,18634,19518,50000,2064,1100,113,19709,19683,20449,41000,2073,1160,235,19777,19764,20313,24000,1564,1060,111
"93382",0,18973,18979,19453,35000,1768,880,165,20085,20129,20374,28000,1360,820,125,19982,19974,20439,20000,1513,940,120
"3199",0,17821,17676,18929,108000,2855,1020,141,18628,18743,19323,58000,2007,1100,172,18357,18169,19200,69000,2961,2600,326
"34115",0,15265,15185,16226,173000,2737,1240,106,16186,16240,17037,128000,2391,1280,5,16170,16136,16874,107000,2196,1120,31
"74704",0,16404,16309,17151,123000,2638,1060,283,17831,17883,18319,72000,2174,960,369,17235,17118,17889,96000,2609,1060,375
"88383",0,18136,18143,18876,56000,2057,1060,196,18949,18947,19613,53000,2029,1180,239,19885,19910,20178,37000,1856,1060,169
"80126",0,19264,19256,19777,33000,1744,960,51,19560,19644,19890,32000,1571,900,136,22069,20873,21299,13000,2166,700,709
"4716",0,17521,17479,18298,91000,2468,1020,158,18964,19054,19409,44000,1671,900,43,17970,17911,18652,64000,2096,1020,88
"34192",0,19372,19313,20126,27000,1661,960,188,20254,20348,20600,24000,1482,840,122,21874,21136,21545,6000,848,700,146
"19397",0,16815,16773,17580,88000,2259,1020,56,17275,17402,17913,77000,1941,1080,12,17882,17778,18491,57000,2014,1020,23
"38382",0,18637,18681,19274,30000,1865,1000,65,20282,20491,20399,34000,1501,840,383,20333,20112,20388,18000,1385,820,149
"65943",0,14263,14171,14977,243000,2737,1020,148,15908,15937,16503,134000,2100,920,33,15509,15470,16548,154000,2551,1360,65
"55781",0,18156,18186,18809,50000,1914,960,194,19555,19648,19914,35000,1656,960,94,19122,18957,19565,40000,2144,880,400
"24603",0,15063,15009,15906,118000,2450,1160,54,16356,16362,17187,97000,2289,1220,33,16174,16157,16924,81000,2148,1160,68
"70454",0,13758,13705,14184,196000,2247,860,11,15802,15772,16643,150000,2618,1280,116,15512,15417,16475,163000,2649,1360,62
"10500",0,18801,18892,19781,38000,2065,1080,132,19988,20145,20379,31000,1641,920,71,20322,20332,20703,14000,1724,960,193
"120712",0,18759,18726,19531,50000,2192,1020,250,19359,19263,19898,43000,1797,860,194,20095,19924,20624,26000,1914,960,170
"35570",0,19158,19071,19924,31000,1761,980,91,20739,21073,21320,15000,1326,860,267,20000,20572,21138,9000,1299,2500,389
"36589",0,16004,15945,16848,97000,2426,1120,80,16857,16939,17551,62000,2005,1140,56,17058,17031,17687,86000,2163,1020,142
"72700",0,17190,17125,17856,81000,2376,1020,172,17682,17734,18194,68000,1842,1020,72,18403,18293,19040,55000,2108,2900,148
"72783",0,15780,15714,16606,133000,2436,1120,10,16901,16928,17569,96000,2057,1120,111,16807,16789,17411,85000,1976,1020,69
"118386",0,19897,19920,20472,24000,1759,960,151,21353,21558,21942,6000,968,1200,296,21232,20925,21333,11000,1364,980,329
"59205",0,17849,17840,18450,60000,1967,940,63,18316,18356,18777,53000,1754,940,44,19101,19010,19629,33000,1604,940,137
"18488",0,18311,18310,19048,43000,2035,1020,109,19749,19820,20090,32000,1511,800,184,19111,19138,19670,35000,1806,980,293
"130398",0,19244,19176,19946,37000,1922,920,194,19225,19337,19826,25000,1767,940,220,20728,20791,21148,8000,1113,940,321
"75868",0,17716,17625,18351,81000,2254,1000,75,17965,17981,18431,70000,1875,980,98,18839,18712,19584,36000,1848,2850,199
"127389",0,19719,19592,20336,27000,1761,940,197,21686,21225,21802,10000,1151,1060,277,19655,19748,20215,25000,1758,1040,264
"132912",0,19210,19469,19921,22000,1653,920,52,21072,20777,21103,12000,1226,900,231,19526,19455,20101,26000,1729,2800,185
"121823",0,18955,18913,19475,44000,1813,880,124,20170,20091,20592,25000,1457,880,196,19338,19102,19856,46000,2493,960,455
"120448",0,17403,17364,18146,80000,2258,1000,58,18938,19014,19419,49000,1762,920,115,18091,18056,18587,54000,1813,920,163
"72747",0,14521,14483,15017,177000,2217,900,52,16240,16257,17014,120000,2291,1200,42,15974,15935,16825,124000,2427,1240,71
"49933",0,15429,15367,16361,111000,2499,1220,6,17019,17082,17708,87000,2058,1120,61,16111,16080,16848,94000,2215,1160,56
"105830",0,15524,15452,16406,153000,2569,1160,40,17146,17262,17809,84000,2012,1080,93,16370,16332,17075,109000,2214,1120,117
"36477",0,20239,20068,20461,22000,1655,760,259,20490,20565,21303,21000,1877,1100,358,20229,20153,20775,20000,1606,920,286
"72678",0,17417,17389,18065,72000,2076,1020,161,18482,18525,18851,50000,1579,880,115,18566,18589,19183,54000,2061,1020,185
"111255",0,17856,17792,18552,79000,2466,960,286,19299,19276,19735,35000,1647,880,129,18314,18314,18906,67000,2310,980,311
"109821",0,19669,19646,20225,27000,1653,840,210,20654,20669,21322,19000,1715,980,188,19379,19343,20312,36000,2228,2550,215
"88578",0,17089,17099,17763,80000,2121,1020,85,17542,17620,18071,71000,1876,1040,97,18616,18629,19149,52000,1783,1000,52
"87206",0,15968,15939,16758,80000,2216,1080,40,16890,16944,17548,93000,2033,1120,49,17124,17118,17721,61000,1974,1040,68
"96417",0,15994,15963,16869,132000,2482,1100,48,17222,17256,17929,89000,2162,1100,61,16855,16844,17517,77000,2051,1080,110
"76643",0,18801,18760,19439,38000,1866,1000,164,18979,19089,19356,45000,1657,940,115,20824,20823,21005,14000,1210,700,745
"4604",0,15392,15303,16382,179000,2806,1220,63,16346,16350,17247,128000,2446,1260,22,16173,16115,16910,116000,2301,1100,136
"56751",0,19327,19204,19793,37000,1788,920,105,19949,20024,20298,29000,1581,820,156,20144,20303,20961,16000,1379,2600,112
"114913",0,17990,17888,18763,61000,2286,1020,209,19875,19932,20046,30000,1480,860,213,18636,18536,19237,49000,1965,1000,81
"47587",0,16152,16125,16917,110000,2260,1080,80,17175,17211,17882,83000,2103,1140,40,17100,17030,17720,82000,2168,1020,85
"27505",0,18424,18362,18996,46000,1825,900,89,19941,19804,20317,34000,1935,900,298,19233,19194,19735,39000,2030,1000,235
"75543",0,16929,16891,17604,96000,2261,1020,101,18595,18660,18951,49000,1647,920,102,17135,17094,17783,74000,2055,1060,75
"54079",0,16388,16372,17146,102000,2203,1060,50,17412,17412,18096,79000,2105,1100,70,17357,17409,17960,65000,1948,1020,109
"73857",0,18036,17990,18716,65000,2230,1020,27,18555,18606,18946,49000,1614,880,143,19078,19022,19940,37000,1946,2650,85
"116512",0,18886,18910,19574,48000,1970,1040,121,19165,19193,19884,41000,1892,1160,139,20080,19825,20738,27000,2093,1120,221
"32445",0,19845,19777,20385,25000,1683,920,88,20873,21151,21433,17000,1402,880,308,20303,20277,20619,24000,1529,980,218
"59490",0,19750,19696,20079,25000,1681,940,203,20188,20234,20916,27000,1845,1140,109,20853,20407,21000,20000,1931,900,593
"111342",0,18941,18907,19636,44000,2133,880,124,20477,20424,20542,23000,1428,840,69,19114,19035,19681,39000,1894,940,280
"45395",0,18079,18081,18689,61000,2009,1020,123,19399,19403,19839,39000,1887,880,310,18490,18425,18969,55000,1948,920,256
"46421",0,19742,19667,20302,28000,1765,940,230,19759,19803,20254,35000,1821,920,42,21099,20630,21091,17000,1812,1060,416
"8574",0,17997,17847,18759,32000,1895,960,182,18492,18549,18958,31000,1607,940,68,19159,19054,19827,37000,1916,1060,17
"50141",0,18268,18191,18975,52000,1964,1040,126,20454,20545,20331,28000,1484,860,211,18273,18216,18891,56000,1941,1020,65
"67234",0,17965,17871,18604,56000,2000,920,85,18255,18330,18753,53000,1750,960,20,19771,19842,20235,25000,1659,980,122
"108598",0,16159,16110,16963,122000,2373,1080,33,17692,17726,18306,74000,1984,1040,65,17075,16983,17770,94000,2261,1040,116
"17530",0,18660,18622,19406,43000,1979,1020,181,19335,19390,19697,47000,1779,860,66,19356,19327,20349,30000,1927,2450,49
"108594",0,20044,19968,20341,26000,1574,840,347,21777,21626,21930,6000,1155,960,180,19708,19769,21360,25000,2072,2550,172
"98506",0,15430,15368,16396,153000,2656,1220,62,16903,16893,17644,105000,2227,1100,56,16386,16370,17108,101000,2162,1140,63
"79934",0,19599,19430,19995,36000,2046,880,428,20322,20273,20902,26000,1773,900,454,20010,20109,20954,21000,1627,2600,129
"11286",0,16348,16264,17278,119000,2669,1020,42,16862,16962,17591,91000,2126,1120,29,17113,17119,17697,74000,1942,960,104
"6234",0,16896,16826,17678,94000,2302,1020,105,17489,17485,18051,72000,1903,1020,87,17861,17862,18478,66000,1996,1020,71
"92631",0,16747,16710,17438,97000,2274,1020,75,17419,17415,18040,83000,2120,1100,141,18154,18165,18725,53000,1867,1000,198
"95111",0,16729,16676,17430,99000,2254,1020,90,17824,17969,18395,64000,1833,1040,98,18063,18023,18646,58000,1879,960,159
"13554",0,15207,15163,15967,147000,2374,1060,59,16741,16746,17521,107000,2261,1160,54,16267,16247,17011,112000,2244,1140,56
"38632",0,18204,18232,18914,37000,1992,1000,240,18481,18586,19050,24000,1577,960,201,19294,19302,19924,29000,1601,1020,27
"23383",0,18430,18414,19128,55000,2022,940,170,18469,18610,18910,53000,1689,900,26,19729,19746,20312,30000,1816,960,105
"17412",0,17941,17927,18629,66000,2063,1020,90,19508,19590,19823,37000,1510,920,122,18177,18154,18845,57000,2020,1060,281
"2320",0,19303,19232,20164,41000,2193,1000,109,20704,20836,20987,22000,1439,860,229,18938,18968,19553,38000,1816,1020,205
"124022",0,18746,18955,19519,22000,1830,980,333,18916,19019,19401,36000,1738,860,46,20117,20074,20862,21000,1593,1120,386
"84791",0,16104,16028,16925,116000,2402,1100,11,18020,18126,18595,63000,1859,980,53,16503,16475,17144,91000,2063,1080,88
"97",0,16971,16892,17808,91000,2364,1040,63,17678,17748,18200,66000,1799,980,122,17974,17925,18569,62000,2051,1020,299
"92995",0,20057,20164,20605,14000,1456,900,148,20812,20833,20884,22000,1533,840,393,21744,21038,21320,11000,1144,740,316
"67484",0,19033,18990,19727,40000,1900,980,94,19098,19166,19585,41000,1773,940,199,20454,20209,20684,28000,1877,880,453
"124777",0,17285,17224,18029,90000,2382,1020,123,18406,18436,18921,55000,1895,960,124,18287,18271,18892,55000,1893,1000,104
"13816",0,18627,18586,19380,48000,2078,1020,99,19952,19986,20515,29000,1592,860,156,18620,18613,19178,50000,2030,920,190
"19479",0,17207,17170,17946,79000,2193,980,144,17775,17872,18313,67000,1902,1020,165,18456,18531,19125,57000,2066,1120,61
"102567",0,18856,19045,19590,16000,1472,880,198,19058,19149,19401,42000,1596,880,252,20508,20453,21081,20000,2046,1180,495
"37682",0,18548,18565,19133,47000,1887,940,20,20115,20318,20271,26000,1480,840,48,19914,20065,20256,35000,1523,860,292
"87557",0,16543,16505,17293,103000,2302,1040,98,17944,18011,18464,58000,1920,1020,289,17416,17267,18062,88000,2369,1040,209
"41242",0,18237,18185,18900,51000,1962,1000,52,18781,18851,19190,52000,1630,900,90,18523,18476,19176,47000,1947,2800,152
"61775",0,18880,18790,19451,44000,1886,940,233,19474,19495,19887,36000,1594,880,77,19981,20008,20797,21000,1739,2550,28
"79778",0,17732,17703,18382,73000,2107,1020,181,18306,18332,18781,58000,1789,940,78,19049,19056,19759,44000,1970,1040,87
"105476",0,18236,18241,18819,55000,1888,960,83,19757,19844,20105,32000,1516,840,246,18882,18824,19552,41000,1923,1100,152
"15491",0,17809,17795,18536,47000,2086,1020,113,18125,18203,18596,58000,1789,940,122,19178,19223,19860,38000,1877,2900,230
"112899",0,18401,18953,19328,15000,1430,1000,193,18703,18871,19168,23000,1469,900,157,20096,20396,20808,18000,1557,1140,179
"106038",0,16655,16636,17398,98000,2206,1020,49,17625,17700,18241,71000,2012,1060,69,18013,18053,18538,63000,1823,940,54
"53666",0,19215,19224,19952,38000,1957,1040,116,20636,20720,20995,20000,1528,840,229,19257,19250,20151,27000,1646,1200,232
"105241",0,16851,16809,17567,91000,2203,1040,52,17700,17691,18273,81000,2101,1020,95,18156,18068,18733,60000,2003,980,170
"115528",0,18963,18985,19724,46000,2236,1060,333,20377,20298,20758,22000,1446,860,403,18821,18768,19671,49000,2166,2600,149
"128949",0,19311,19350,19982,34000,1837,860,113,20614,20735,21010,18000,1154,760,297,19808,19803,20699,28000,1999,1320,386
"95858",0,16593,16538,17324,110000,2282,1020,82,17353,17379,18031,90000,2309,1100,207,17910,17813,18619,64000,2121,1020,14
"117152",0,18351,18337,18964,52000,1970,880,58,18370,18448,18826,51000,1706,940,50,20090,20109,20582,21000,1605,1060,77
"96581",0,19158,19117,19785,38000,1879,900,183,19214,19243,19718,41000,1744,900,85,19621,19675,20405,22000,1669,1100,417
